pl_name,hostname,disposition,disc_year,pl_rade,pl_bmasse,pl_eqt,rastr,ra,decstr,dec
EPIC 201111557.01,EPIC 201111557,CANDIDATE,2018,1.120,,1054,12h15m23.10s,183.8462454,-06d16m05.98s,-6.2683289
EPIC 201111557.01,EPIC 201111557,CANDIDATE,2018,1.313,,,12h15m23.10s,183.8462454,-06d16m05.98s,-6.2683289
EPIC 201126503.01,EPIC 201126503,CANDIDATE,2016,4.190,,,11h43m45.26s,175.9385954,-05d52m24.09s,-5.8733592
EPIC 201127519.01,EPIC 201127519,CANDIDATE,2018,8.840,,772,12h05m29.23s,181.3718091,-05d50m53.79s,-5.8482738
EPIC 201127519.01,EPIC 201127519,CANDIDATE,2018,9.913,,,12h05m29.23s,181.3718091,-05d50m53.79s,-5.8482738
EPIC 201147085.01,EPIC 201147085,CANDIDATE,2019,0.860,,,11h35m36.64s,173.9026640,-05d21m52.60s,-5.3646120
EPIC 201152065.01,EPIC 201152065,CANDIDATE,2019,1.450,,,11h32m10.39s,173.0432884,-05d14m49.80s,-5.2471672
EPIC 201160662.01,EPIC 201160662,CANDIDATE,2019,45.000,,,11h39m59.48s,174.9978388,-05d02m25.63s,-5.0404536
EPIC 201164625.01,EPIC 201164625,CANDIDATE,2018,4.340,,2336,12h06m22.49s,181.5936878,-04d56m48.14s,-4.9467043
EPIC 201166680.01,K2-243,CANDIDATE,2018,2.100,,,12h04m29.07s,181.1211419,-04d53m56.89s,-4.8991358
EPIC 201176672.01,EPIC 201176672,CANDIDATE,2016,10.200,,,11h16m35.97s,169.1498727,-04d39m23.19s,-4.6564416
EPIC 201176672.02,EPIC 201176672,CANDIDATE,2019,30.000,,,11h16m35.97s,169.1498727,-04d39m23.19s,-4.6564416
EPIC 201180665.01,EPIC 201180665,CANDIDATE,2018,26.440,,830,12h16m40.73s,184.1697015,-04d33m37.42s,-4.5603949
EPIC 201182911.01,EPIC 201182911,CANDIDATE,2016,32.800,,,11h30m50.50s,172.7104166,-04d30m27.33s,-4.5075924
EPIC 201197348.01,EPIC 201197348,CANDIDATE,2016,3.240,,,11h48m22.77s,177.0948891,-04d09m51.86s,-4.1644059
EPIC 201197348.01,EPIC 201197348,CANDIDATE,2016,3.550,,,11h48m22.77s,177.0948891,-04d09m51.86s,-4.1644059
EPIC 201231940.01,EPIC 201231940,CANDIDATE,2016,3.350,,,11h36m28.97s,174.1207146,-03d28m58.18s,-3.4828286
EPIC 201238110.01,EPIC 201238110,CANDIDATE,2016,3.020,,,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613
EPIC 201238110.01,EPIC 201238110,CANDIDATE,2016,2.060,,,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613
EPIC 201238163.01,EPIC 201238163,CANDIDATE,2016,1.560,,,11h33m03.07s,173.2627978,-03d23m19.39s,-3.3887192
EPIC 201239401.01,EPIC 201239401,CANDIDATE,2016,1.570,,,11h32m12.69s,173.0528796,-03d22m13.16s,-3.3703210
EPIC 201239401.01,EPIC 201239401,CANDIDATE,2016,1.520,,,11h32m12.69s,173.0528796,-03d22m13.16s,-3.3703210
EPIC 201247497.01,EPIC 201247497,CANDIDATE,2016,8.400,,,11h51m47.15s,177.9464521,-03d14m45.67s,-3.2460183
EPIC 201247497.01,EPIC 201247497,CANDIDATE,2016,3.780,,,11h51m47.15s,177.9464521,-03d14m45.67s,-3.2460183
EPIC 201247497.01,EPIC 201247497,CANDIDATE,2016,4.870,,,11h51m47.15s,177.9464521,-03d14m45.67s,-3.2460183
EPIC 201258341.01,EPIC 201258341,CANDIDATE,2019,1.750,,,11h54m45.74s,178.6905819,-03d04m58.15s,-3.0828192
EPIC 201259803.01,EPIC 201259803,CANDIDATE,2019,5.510,,,11h21m31.74s,170.3822570,-03d03m39.72s,-3.0610326
EPIC 201264302.01,EPIC 201264302,CANDIDATE,2016,0.770,,,11h18m23.31s,169.5971097,-02d59m29.03s,-2.9913978
EPIC 201264302.01,EPIC 201264302,CANDIDATE,2016,1.050,,,11h18m23.31s,169.5971097,-02d59m29.03s,-2.9913978
EPIC 201264302.01,EPIC 201264302,CANDIDATE,2016,0.519,,,11h18m23.31s,169.5971097,-02d59m29.03s,-2.9913978
EPIC 201270176.01,EPIC 201270176,CANDIDATE,2016,7.550,,,11h20m31.81s,170.1325248,-02d54m09.48s,-2.9026339
EPIC 201270176.01,EPIC 201270176,CANDIDATE,2016,,,,11h20m31.81s,170.1325248,-02d54m09.48s,-2.9026339
EPIC 201270464.01,HIP 55390,CANDIDATE,2016,,,,11h20m32.02s,170.1334170,-02d53m53.57s,-2.8982132
EPIC 201274010.01,EPIC 201274010,CANDIDATE,2018,2.430,,713,12h13m14.23s,183.3092954,-02d50m39.07s,-2.8441860
EPIC 201291843.01,EPIC 201291843,CANDIDATE,2016,,,,11h53m40.88s,178.4203490,-02d34m18.39s,-2.5717754
EPIC 201299088.01,EPIC 201299088,CANDIDATE,2018,9.110,,,12h08m49.11s,182.2046312,-02d27m52.61s,-2.4646145
EPIC 201352100.01,EPIC 201352100,CANDIDATE,2018,2.873,,,12h16m08.43s,184.0351247,-01d40m25.54s,-1.6737612
EPIC 201352100.01,EPIC 201352100,CANDIDATE,2018,2.700,,608,12h16m08.43s,184.0351247,-01d40m25.54s,-1.6737612
EPIC 201357835.01,EPIC 201357835,CANDIDATE,2019,,,,12h20m43.49s,185.1812113,-01d35m18.00s,-1.5883337
EPIC 201359834.01,EPIC 201359834,CANDIDATE,2019,20.800,,,11h32m42.02s,173.1750869,-01d33m31.62s,-1.5587834
EPIC 201366540.01,EPIC 201366540,CANDIDATE,2019,2.730,,,11h14m56.82s,168.7367646,-01d27m43.99s,-1.4622181
EPIC 201390927.01,EPIC 201390927,CANDIDATE,2018,2.910,,1313,12h18m20.48s,184.5853275,-01d05m56.20s,-1.0989451
EPIC 201392505.01,EPIC 201392505,CANDIDATE,2018,3.360,,480,12h12m45.23s,183.1884790,-01d04m29.39s,-1.0748315
EPIC 201407812.01,EPIC 201407812,CANDIDATE,2016,40.100,,,11h36m10.58s,174.0440867,-00d50m26.55s,-0.8407078
EPIC 201441872.01,EPIC 201441872,CANDIDATE,2016,1.170,,,11h34m24.06s,173.6002346,-00d20m04.45s,-0.3345702
EPIC 201441872.01,EPIC 201441872,CANDIDATE,2016,1.320,,,11h34m24.06s,173.6002346,-00d20m04.45s,-0.3345702
EPIC 201441872.01,EPIC 201441872,CANDIDATE,2016,1.124,,,11h34m24.06s,173.6002346,-00d20m04.45s,-0.3345702
EPIC 201445732.01,EPIC 201445732,CANDIDATE,2019,2.180,,,11h22m36.30s,170.6512345,-00d16m47.47s,-0.2798534
EPIC 201456770.01,EPIC 201456770,CANDIDATE,2021,2.384,,,12h22m47.38s,185.6973984,-00d07m18.78s,-0.1218824
EPIC 201488365.01,HIP 54766,CANDIDATE,2016,85.600,,,11h12m44.99s,168.1874780,+00d20m52.34s,0.3478732
EPIC 201497682.01,EPIC 201497682,CANDIDATE,2016,1.960,,,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606
EPIC 201497682.01,EPIC 201497682,CANDIDATE,2016,1.290,,,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606
EPIC 201497682.02,EPIC 201497682,CANDIDATE,2016,1.570,,,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606
EPIC 201497682.02,EPIC 201497682,CANDIDATE,2016,1.370,,,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606
EPIC 201497682.04,EPIC 201497682,CANDIDATE,2019,1.060,,,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606
EPIC 201512465.01,EPIC 201512465,CANDIDATE,2016,2.950,,,11h34m15.00s,173.5625041,+00d42m49.88s,0.7138555
EPIC 201512465.01,EPIC 201512465,CANDIDATE,2016,3.200,,,11h34m15.00s,173.5625041,+00d42m49.88s,0.7138555
EPIC 201512465.01,EPIC 201512465,CANDIDATE,2016,5.480,,,11h34m15.00s,173.5625041,+00d42m49.88s,0.7138555
EPIC 201515470.01,EPIC 201515470,CANDIDATE,2019,2.120,,,11h25m02.32s,171.2596557,+00d45m40.93s,0.7613692
EPIC 201516974.01,EPIC 201516974,CANDIDATE,2016,3.440,,,11h37m15.48s,174.3144865,+00d46m58.75s,0.7829860
EPIC 201516974.01,EPIC 201516974,CANDIDATE,2016,,,,11h37m15.48s,174.3144865,+00d46m58.75s,0.7829860
EPIC 201521212.01,EPIC 201521212,CANDIDATE,2021,6.412,,,10h54m51.80s,163.7158380,+00d50m55.24s,0.8486770
EPIC 201528215.01,EPIC 201528215,CANDIDATE,2016,1.480,,,11h31m13.03s,172.8043040,+00d57m31.09s,0.9586366
EPIC 201528215.01,EPIC 201528215,CANDIDATE,2016,1.850,,,11h31m13.03s,172.8043040,+00d57m31.09s,0.9586366
EPIC 201534540.01,EPIC 201534540,CANDIDATE,2016,,,,11h26m36.23s,171.6509741,+01d03m18.58s,1.0551620
EPIC 201541160.01,EPIC 201541160,CANDIDATE,2021,2.028,,,10h52m14.18s,163.0590829,+01d09m17.23s,1.1547858
EPIC 201543531.01,EPIC 201543531,CANDIDATE,2019,1.440,,,11h31m16.08s,172.8169888,+01d11m27.02s,1.1908377
EPIC 201546136.01,EPIC 201546136,CANDIDATE,2016,1.510,,,11h16m35.25s,169.1468835,+01d13m42.27s,1.2284084
EPIC 201546136.01,EPIC 201546136,CANDIDATE,2016,1.730,,,11h16m35.25s,169.1468835,+01d13m42.27s,1.2284084
EPIC 201556134.01,EPIC 201556134,CANDIDATE,2016,1.910,,,11h51m42.00s,177.9249905,+01d22m46.76s,1.3796544
EPIC 201561956.01,EPIC 201561956,CANDIDATE,2019,2.090,,,11h48m56.03s,177.2334424,+01d27m55.45s,1.4654037
EPIC 201563164.01,EPIC 201563164,CANDIDATE,2016,217.000,,,11h48m33.58s,177.1399358,+01d28m59.36s,1.4831550
EPIC 201565013.01,EPIC 201565013,CANDIDATE,2015,8.530,,,11h47m58.10s,176.9920988,+01d30m37.00s,1.5102769
EPIC 201565013.01,EPIC 201565013,CANDIDATE,2015,6.810,,,11h47m58.10s,176.9920988,+01d30m37.00s,1.5102769
EPIC 201565013.01,EPIC 201565013,CANDIDATE,2015,15.100,,,11h47m58.10s,176.9920988,+01d30m37.00s,1.5102769
EPIC 201565013.01,EPIC 201565013,CANDIDATE,2015,15.990,,536,11h47m58.10s,176.9920988,+01d30m37.00s,1.5102769
EPIC 201577017.01,EPIC 201577017,CANDIDATE,2019,20.100,,,11h38m41.77s,174.6740618,+01d41m24.80s,1.6902220
EPIC 201577112.01,EPIC 201577112,CANDIDATE,2016,4.070,,,11h50m50.10s,177.7087476,+01d41m30.84s,1.6919004
EPIC 201577112.01,EPIC 201577112,CANDIDATE,2016,5.340,,,11h50m50.10s,177.7087476,+01d41m30.84s,1.6919004
EPIC 201588420.01,EPIC 201588420,CANDIDATE,2016,1.570,,,11h23m44.26s,170.9344032,+01d51m49.92s,1.8638671
EPIC 201588420.01,EPIC 201588420,CANDIDATE,2016,1.170,,,11h23m44.26s,170.9344032,+01d51m49.92s,1.8638671
EPIC 201596733.01,EPIC 201596733,CANDIDATE,2016,2.450,,,11h22m42.94s,170.6789065,+01d59m35.55s,1.9932080
EPIC 201596733.01,EPIC 201596733,CANDIDATE,2016,,,,11h22m42.94s,170.6789065,+01d59m35.55s,1.9932080
EPIC 201596733.01,EPIC 201596733,CANDIDATE,2016,1.450,,,11h22m42.94s,170.6789065,+01d59m35.55s,1.9932080
EPIC 201606542.01,EPIC 201606542,CANDIDATE,2016,1.010,,,11h21m14.83s,170.3118083,+02d08m39.76s,2.1443791
EPIC 201606542.01,EPIC 201606542,CANDIDATE,2016,1.220,,,11h21m14.83s,170.3118083,+02d08m39.76s,2.1443791
EPIC 201617985.01,EPIC 201617985,CANDIDATE,2015,1.780,,518,11h57m57.96s,179.4915118,+02d19m17.39s,2.3214970
EPIC 201617985.01,EPIC 201617985,CANDIDATE,2015,1.900,,,11h57m57.96s,179.4915118,+02d19m17.39s,2.3214970
EPIC 201617985.01,EPIC 201617985,CANDIDATE,2015,1.790,,,11h57m57.96s,179.4915118,+02d19m17.39s,2.3214970
EPIC 201617985.01,EPIC 201617985,CANDIDATE,2015,17.000,,,11h57m57.96s,179.4915118,+02d19m17.39s,2.3214970
EPIC 201617985.01,EPIC 201617985,CANDIDATE,2015,2.600,,,11h57m57.96s,179.4915118,+02d19m17.39s,2.3214970
EPIC 201619647.01,EPIC 201619647,CANDIDATE,2019,2.210,,,11h09m47.44s,167.4476762,+02d20m50.31s,2.3473081
EPIC 201619647.02,EPIC 201619647,CANDIDATE,2019,1.510,,,11h09m47.44s,167.4476762,+02d20m50.31s,2.3473081
EPIC 201626686.01,EPIC 201626686,CANDIDATE,2016,,,,11h17m47.27s,169.4469645,+02d27m21.89s,2.4560803
EPIC 201626686.01,EPIC 201626686,CANDIDATE,2016,10.900,,,11h17m47.27s,169.4469645,+02d27m21.89s,2.4560803
EPIC 201631267.01,EPIC 201631267,CANDIDATE,2016,16.300,,,11h34m47.14s,173.6964045,+02d31m37.44s,2.5270664
EPIC 201635132.01,EPIC 201635132,CANDIDATE,2016,22.800,,,11h20m31.86s,170.1327528,+02d35m12.91s,2.5869200
EPIC 201635132.02,EPIC 201635132,CANDIDATE,2019,24.900,,,11h20m31.86s,170.1327528,+02d35m12.91s,2.5869200
EPIC 201639576.01,EPIC 201639576,CANDIDATE,2021,2.328,,,11h04m14.49s,166.0603718,+02d39m20.84s,2.6557881
EPIC 201650711.01,EPIC 201650711,CANDIDATE,2016,0.770,,,11h28m10.65s,172.0443891,+02d49m36.23s,2.8267296
EPIC 201650711.01,EPIC 201650711,CANDIDATE,2016,0.742,,,11h28m10.65s,172.0443891,+02d49m36.23s,2.8267296
EPIC 201650711.02,EPIC 201650711,CANDIDATE,2019,0.441,,,11h28m10.65s,172.0443891,+02d49m36.23s,2.8267296
EPIC 201654498.01,EPIC 201654498,CANDIDATE,2019,2.520,,,11h26m04.24s,171.5176470,+02d53m12.44s,2.8867875
EPIC 201663879.02,K2-319,CANDIDATE,2020,1.890,,420,11h07m12.24s,166.8010058,+03d02m23.77s,3.0399357
EPIC 201666578.01,EPIC 201666578,CANDIDATE,2019,1.200,,,11h48m24.48s,177.1019945,+03d05m07.27s,3.0853526
EPIC 201683540.01,EPIC 201683540,CANDIDATE,2016,15.866,,1226,11h16m51.57s,169.2148600,+03d21m50.01s,3.3638919
EPIC 201683540.01,EPIC 201683540,CANDIDATE,2016,5.930,,,11h16m51.57s,169.2148600,+03d21m50.01s,3.3638919
EPIC 201702477.01,EPIC 201702477,CANDIDATE,2015,7.800,,,11h40m57.78s,175.2407614,+03d40m53.55s,3.6815406
EPIC 201702477.01,EPIC 201702477,CANDIDATE,2015,7.280,,529,11h40m57.78s,175.2407614,+03d40m53.55s,3.6815406
EPIC 201705526.01,EPIC 201705526,CANDIDATE,2016,,,,11h29m32.58s,172.3857482,+03d43m55.12s,3.7319788
EPIC 201717159.01,EPIC 201717159,CANDIDATE,2016,2.260,,,11h53m44.71s,178.4363057,+03d55m55.93s,3.9322038
EPIC 201717274.01,EPIC 201717274,CANDIDATE,2016,2.980,,,11h35m18.64s,173.8276491,+03d56m02.46s,3.9340165
EPIC 201717274.01,EPIC 201717274,CANDIDATE,2016,1.320,,,11h35m18.64s,173.8276491,+03d56m02.46s,3.9340165
EPIC 201717274.01,EPIC 201717274,CANDIDATE,2016,1.110,,,11h35m18.64s,173.8276491,+03d56m02.46s,3.9340165
EPIC 201717274.01,EPIC 201717274,CANDIDATE,2016,1.210,,,11h35m18.64s,173.8276491,+03d56m02.46s,3.9340165
EPIC 201720401.01,EPIC 201720401,CANDIDATE,2016,12.800,,,11h56m39.96s,179.1664861,+03d59m11.17s,3.9864368
EPIC 201729655.01,EPIC 201729655,CANDIDATE,2021,17.325,,,11h05m01.57s,166.2565337,+04d08m42.28s,4.1450789
EPIC 201732557.01,EPIC 201732557,CANDIDATE,2019,1.590,,,11h15m38.80s,168.9116543,+04d11m35.40s,4.1931655
EPIC 201775904.01,EPIC 201775904,CANDIDATE,2019,35.000,,,11h12m01.95s,168.0081427,+04d55m55.31s,4.9320303
EPIC 201785059.01,EPIC 201785059,CANDIDATE,2016,,,,11h22m47.45s,170.6976906,+05d05m42.62s,5.0951726
EPIC 201785059.01,EPIC 201785059,CANDIDATE,2016,0.879,,,11h22m47.45s,170.6976906,+05d05m42.62s,5.0951726
EPIC 201785059.01,EPIC 201785059,CANDIDATE,2016,0.760,,,11h22m47.45s,170.6976906,+05d05m42.62s,5.0951726
EPIC 201793642.01,EPIC 201793642,CANDIDATE,2019,1.890,,,11h36m07.60s,174.0316480,+05d15m07.64s,5.2521219
EPIC 201828749.01,EPIC 201828749,CANDIDATE,2015,2.473,,,11h42m37.00s,175.6541539,+05d53m39.22s,5.8942286
EPIC 201828749.01,EPIC 201828749,CANDIDATE,2015,2.890,,,11h42m37.00s,175.6541539,+05d53m39.22s,5.8942286
EPIC 201828749.01,EPIC 201828749,CANDIDATE,2015,2.030,,,11h42m37.00s,175.6541539,+05d53m39.22s,5.8942286
EPIC 201828749.01,EPIC 201828749,CANDIDATE,2015,3.830,,613,11h42m37.00s,175.6541539,+05d53m39.22s,5.8942286
EPIC 201828749.01,EPIC 201828749,CANDIDATE,2015,2.140,,,11h42m37.00s,175.6541539,+05d53m39.22s,5.8942286
EPIC 201837434.01,EPIC 201837434,CANDIDATE,2019,2.010,,,11h14m17.03s,168.5709572,+06d03m39.06s,6.0608498
EPIC 201841433.01,EPIC 201841433,CANDIDATE,2016,2.590,,,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146
EPIC 201841433.01,EPIC 201841433,CANDIDATE,2016,2.110,,,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146
EPIC 201846824.01,EPIC 201846824,CANDIDATE,2019,1.750,,,11h47m33.66s,176.8902497,+06d14m26.58s,6.2407166
EPIC 201856786.01,EPIC 201856786,CANDIDATE,2019,1.510,,,11h51m57.10s,177.9879350,+06d26m25.62s,6.4404496
EPIC 201856786.02,EPIC 201856786,CANDIDATE,2019,1.460,,,11h51m57.10s,177.9879350,+06d26m25.62s,6.4404496
EPIC 201892470.01,EPIC 201892470,CANDIDATE,2016,12.200,,,11h23m59.26s,170.9969231,+07d09m53.81s,7.1649482
EPIC 201896171.01,EPIC 201896171,CANDIDATE,2019,2.800,,,11h46m40.12s,176.6671476,+07d14m36.08s,7.2433545
EPIC 201920032.01,EPIC 201920032,CANDIDATE,2016,2.940,,,11h36m25.61s,174.1067018,+07d45m10.79s,7.7529977
EPIC 201920032.01,EPIC 201920032,CANDIDATE,2016,,,,11h36m25.61s,174.1067018,+07d45m10.79s,7.7529977
EPIC 201920032.01,EPIC 201920032,CANDIDATE,2016,2.710,,,11h36m25.61s,174.1067018,+07d45m10.79s,7.7529977
EPIC 201920032.01,EPIC 201920032,CANDIDATE,2016,3.350,,,11h36m25.61s,174.1067018,+07d45m10.79s,7.7529977
EPIC 201920032.01,EPIC 201920032,CANDIDATE,2016,2.790,,,11h36m25.61s,174.1067018,+07d45m10.79s,7.7529977
EPIC 201920032.02,EPIC 201920032,CANDIDATE,2019,1.700,,,11h36m25.61s,174.1067018,+07d45m10.79s,7.7529977
EPIC 201923289.01,EPIC 201923289,CANDIDATE,2016,1.290,,,11h39m40.95s,174.9206066,+07d49m32.95s,7.8258194
EPIC 201923289.01,EPIC 201923289,CANDIDATE,2016,1.580,,,11h39m40.95s,174.9206066,+07d49m32.95s,7.8258194
EPIC 201925324.01,EPIC 201925324,CANDIDATE,2019,2.890,,,11h25m35.90s,171.3995685,+07d52m18.91s,7.8719192
EPIC 201927336.01,EPIC 201927336,CANDIDATE,2016,2.630,,,11h23m44.12s,170.9338271,+07d55m01.45s,7.9170687
EPIC 201927336.01,EPIC 201927336,CANDIDATE,2016,2.290,,,11h23m44.12s,170.9338271,+07d55m01.45s,7.9170687
EPIC 202060800.01,EPIC 202060800,CANDIDATE,2019,,,,06h10m21.86s,92.5910909,+23d47m38.96s,23.7941563
EPIC 202062450.01,EPIC 202062450,CANDIDATE,2019,45.000,,,06h23m27.24s,95.8635012,+14d32m49.60s,14.5471107
EPIC 202064253.01,EPIC 202064253,CANDIDATE,2016,31.500,,,06h06m01.01s,91.5042033,+22d53m30.35s,22.8917650
EPIC 202065819.01,EPIC 202065819,CANDIDATE,2019,,,,06h18m08.49s,94.5353560,+24d50m02.31s,24.8339752
EPIC 202066192.01,EPIC 202066192,CANDIDATE,2016,19.600,,,06h20m59.39s,95.2474442,+26d07m31.40s,26.1253891
EPIC 202066537.01,EPIC 202066537,CANDIDATE,2016,33.600,,,06h57m03.90s,104.2662530,+18d37m36.55s,18.6268200
EPIC 202066537.01,EPIC 202066537,CANDIDATE,2016,,,,06h57m03.90s,104.2662530,+18d37m36.55s,18.6268200
EPIC 202066537.01,EPIC 202066537,CANDIDATE,2016,53.000,,,06h57m03.90s,104.2662530,+18d37m36.55s,18.6268200
EPIC 202066811.01,EPIC 202066811,CANDIDATE,2019,35.300,,,06h53m26.72s,103.3613273,+16d49m59.19s,16.8331077
EPIC 202071289.01,EPIC 202071289,CANDIDATE,2016,76.000,,,06h20m43.94s,95.1830838,+24d54m15.34s,24.9042603
EPIC 202071289.01,EPIC 202071289,CANDIDATE,2016,19.000,,,06h20m43.94s,95.1830838,+24d54m15.34s,24.9042603
EPIC 202071289.01,EPIC 202071289,CANDIDATE,2016,29.000,,,06h20m43.94s,95.1830838,+24d54m15.34s,24.9042603
EPIC 202071401.01,EPIC 202071401,CANDIDATE,2016,,,,06h41m30.91s,100.3787709,+20d55m18.78s,20.9218836
EPIC 202071401.01,EPIC 202071401,CANDIDATE,2016,1.580,,,06h41m30.91s,100.3787709,+20d55m18.78s,20.9218836
EPIC 202071401.01,EPIC 202071401,CANDIDATE,2016,1.670,,,06h41m30.91s,100.3787709,+20d55m18.78s,20.9218836
EPIC 202071635.01,EPIC 202071635,CANDIDATE,2016,60.000,,,06h14m17.23s,93.5717918,+18d37m37.26s,18.6270161
EPIC 202071725.01,EPIC 202071725,CANDIDATE,2019,6.660,,,06h25m24.49s,96.3520410,+24d39m57.06s,24.6658505
EPIC 202072596.01,EPIC 202072596,CANDIDATE,2016,37.500,,,06h38m02.58s,99.5107441,+20d56m21.40s,20.9392785
EPIC 202072965.01,EPIC 202072965,CANDIDATE,2016,86.200,,,06h26m23.88s,96.5994993,+27d56m44.15s,27.9455981
EPIC 202084970.01,EPIC 202084970,CANDIDATE,2019,,,,06h57m23.83s,104.3493021,+19d30m24.94s,19.5069285
EPIC 202085553.01,EPIC 202085553,CANDIDATE,2019,,,,06h41m37.11s,100.4046210,+24d12m23.90s,24.2066400
EPIC 202085597.01,EPIC 202085597,CANDIDATE,2019,,,,06h38m13.24s,99.5551497,+18d13m42.39s,18.2284424
EPIC 202085698.01,EPIC 202085698,CANDIDATE,2019,,,,06h15m32.87s,93.8869534,+27d24m36.78s,27.4102179
EPIC 202085934.01,EPIC 202085934,CANDIDATE,2019,1.480,,,06h57m16.01s,104.3167135,+20d07m26.81s,20.1241138
EPIC 202086291.01,EPIC 202086291,CANDIDATE,2016,61.400,,,06h17m47.92s,94.4496805,+25d36m09.07s,25.6025195
EPIC 202086968.01,EPIC 202086968,CANDIDATE,2016,17.300,,,06h28m01.35s,97.0056091,+16d23m19.97s,16.3888806
EPIC 202088212.01,EPIC 202088212,CANDIDATE,2016,37.000,,,06h22m33.91s,95.6412795,+14d44m30.20s,14.7417216
EPIC 202088212.01,EPIC 202088212,CANDIDATE,2016,58.000,,,06h22m33.91s,95.6412795,+14d44m30.20s,14.7417216
EPIC 202088212.01,EPIC 202088212,CANDIDATE,2016,11.700,,,06h22m33.91s,95.6412795,+14d44m30.20s,14.7417216
EPIC 202089657.01,EPIC 202089657,CANDIDATE,2016,3.100,,,06h05m48.86s,91.4535759,+23d29m04.27s,23.4845208
EPIC 202089657.01,EPIC 202089657,CANDIDATE,2016,2.780,,,06h05m48.86s,91.4535759,+23d29m04.27s,23.4845208
EPIC 202090152.01,EPIC 202090152,CANDIDATE,2016,3.620,,,06h44m19.00s,101.0791483,+28d06m48.89s,28.1135803
EPIC 202090723.01,EPIC 202090723,CANDIDATE,2019,,,,06h00m54.85s,90.2285333,+23d56m19.50s,23.9387495
EPIC 202090737.01,EPIC 202090737,CANDIDATE,2019,,,,06h39m57.59s,99.9899769,+17d10m51.42s,17.1809487
EPIC 202091388.01,EPIC 202091388,CANDIDATE,2016,3.390,,,06h05m27.31s,91.3638053,+21d15m21.64s,21.2560107
EPIC 202091388.01,EPIC 202091388,CANDIDATE,2016,3.460,,,06h05m27.31s,91.3638053,+21d15m21.64s,21.2560107
EPIC 202091388.01,EPIC 202091388,CANDIDATE,2016,3.332,,,06h05m27.31s,91.3638053,+21d15m21.64s,21.2560107
EPIC 202092480.01,EPIC 202092480,CANDIDATE,2016,65.300,,,06h52m12.56s,103.0523211,+25d20m20.60s,25.3390548
EPIC 202092559.01,EPIC 202092559,CANDIDATE,2019,2.220,,,06h57m44.85s,104.4368858,+24d15m56.74s,24.2657613
EPIC 202092782.01,EPIC 202092782,CANDIDATE,2019,42.000,,,06h10m26.99s,92.6124668,+16d51m54.71s,16.8651970
EPIC 202093020.01,EPIC 202093020,CANDIDATE,2016,24.500,,,06h33m05.85s,98.2743565,+16d52m12.83s,16.8702315
EPIC 202093020.01,EPIC 202093020,CANDIDATE,2016,7.330,,,06h33m05.85s,98.2743565,+16d52m12.83s,16.8702315
EPIC 202093968.01,EPIC 202093968,CANDIDATE,2019,6.600,,,06h24m38.66s,96.1610663,+21d07m32.67s,21.1257415
EPIC 202094740.01,EPIC 202094740,CANDIDATE,2016,6.580,,,06h41m51.16s,100.4631493,+27d05m49.83s,27.0971763
EPIC 202094740.01,EPIC 202094740,CANDIDATE,2016,,,,06h41m51.16s,100.4631493,+27d05m49.83s,27.0971763
EPIC 202126847.01,EPIC 202126847,CANDIDATE,2016,16.100,,,06h48m48.32s,102.2013162,+17d09m42.82s,17.1618942
EPIC 202126853.01,EPIC 202126853,CANDIDATE,2019,81.000,,,06h58m48.79s,104.7032827,+19d11m34.64s,19.1929542
EPIC 202126884.01,EPIC 202126884,CANDIDATE,2019,20.000,,,06h26m43.01s,96.6791950,+25d12m18.01s,25.2050015
EPIC 202126884.01,EPIC 202126884,CANDIDATE,2019,19.668,,1699,06h26m43.01s,96.6791950,+25d12m18.01s,25.2050015
EPIC 202137637.01,EPIC 202137637,CANDIDATE,2019,,,,06h08m36.29s,92.1512224,+23d47m32.80s,23.7924451
EPIC 202139294.01,EPIC 202139294,CANDIDATE,2019,452.000,,,06h10m21.95s,92.5914383,+27d26m43.66s,27.4454618
EPIC 202565282.01,EPIC 202565282,CANDIDATE,2016,256.000,,,16h29m42.26s,247.4260725,-29d12m06.30s,-29.2017505
EPIC 202565282.01,EPIC 202565282,CANDIDATE,2016,8.430,,,16h29m42.26s,247.4260725,-29d12m06.30s,-29.2017505
EPIC 202600948.01,EPIC 202600948,CANDIDATE,2019,2.040,,,16h31m55.04s,247.9793338,-29d03m51.15s,-29.0642073
EPIC 202634963.01,EPIC 202634963,CANDIDATE,2016,21.200,,,16h11m35.49s,242.8978737,-28d56m04.76s,-28.9346559
EPIC 202675839.01,EPIC 202675839,CANDIDATE,2016,16.121,,,16h15m22.13s,243.8422245,-28d46m48.78s,-28.7802178
EPIC 202675839.01,EPIC 202675839,CANDIDATE,2016,4.130,,,16h15m22.13s,243.8422245,-28d46m48.78s,-28.7802178
EPIC 202675839.01,EPIC 202675839,CANDIDATE,2016,9.200,,,16h15m22.13s,243.8422245,-28d46m48.78s,-28.7802178
