kepoi_name,koi_prad,koi_teq,ra,dec
K01017.01,3.24,679.0,294.843840,44.077679
K01018.01,37.99,1246.0,297.493320,44.051868
K01019.01,,,296.481870,44.009151
K01083.01,1.52,875.0,297.393190,47.164631
K00143.01,7.62,855.0,290.103330,39.781631
K01084.01,1.19,1564.0,294.596130,47.197449
K01085.01,0.90,502.0,281.050110,47.188148
K01086.01,2.21,641.0,283.184600,47.155670
K01087.01,36.87,2103.0,293.243840,38.273270
K00149.01,4.32,879.0,286.630100,38.945599
K01152.01,14.45,557.0,296.695620,47.327309
K01153.01,57.77,2351.0,296.320280,47.406570
K01154.01,26.06,1626.0,299.102810,47.377781
K01155.01,25.54,1508.0,292.833010,47.495529
K01156.01,5.65,1298.0,281.523800,47.755341
K00951.02,3.05,470.0,294.068480,46.579330
K00952.01,1.94,514.0,297.842410,46.574268
K00952.02,1.83,451.0,297.842410,46.574268
K00952.03,2.17,328.0,297.842410,46.574268
K00952.04,1.23,652.0,297.842410,46.574268
K00952.05,1.47,1026.0,297.842410,46.574268
K01020.01,38.81,566.0,292.930850,37.606640
K01021.01,18.93,1837.0,287.133880,37.839260
K01022.01,2.70,632.0,292.268130,37.955639
K01023.01,1.71,590.0,291.853820,37.741920
K01024.01,1.86,641.0,291.903260,37.902290
K00137.03,2.03,1165.0,298.079440,44.746319
K01088.01,26.93,1477.0,290.639430,38.284630
K01089.01,9.83,434.0,294.433500,38.355450
K01089.02,5.10,835.0,294.433500,38.355450
K01090.01,72.52,1211.0,290.862000,38.353580
K01091.01,9.84,829.0,286.000310,38.284599
K01092.01,31.52,2509.0,293.025120,37.992641
K01157.01,149.71,3303.0,292.842130,47.483829
K01158.01,2.08,1075.0,296.699710,47.406731
K01159.01,5.40,383.0,297.014830,47.486431
K01160.01,2.77,629.0,287.653630,47.414810
K01161.01,1.94,947.0,299.127530,47.593830
K00953.01,4.66,1131.0,286.482270,46.692451
K00013.01,21.42,3559.0,286.971190,46.868359
K00131.01,10.63,1308.0,299.097530,43.497589
K00954.01,3.10,879.0,288.211940,46.615002
K00954.02,3.01,530.0,288.211940,46.615002
K01025.01,10.05,262.0,291.108460,37.857792
K01028.01,34.00,1197.0,292.736270,37.560341
K01029.01,4.84,699.0,292.290990,37.580799
K01030.01,2.79,1021.0,291.138490,37.859299
K01031.01,1.64,758.0,293.254120,37.846191
K00144.01,3.07,876.0,296.524290,39.249760
K01093.01,47.75,3271.0,292.583040,38.374378
K01094.01,2.59,990.0,293.184540,37.969841
K01095.01,6.57,449.0,287.616880,38.402321
K01096.01,9.80,139.0,290.183040,38.321941
K01097.01,2.36,786.0,290.894070,38.435032
K00150.01,2.28,809.0,296.981020,43.209751
K01161.02,2.41,777.0,299.127530,47.593830
K01161.03,1.52,1200.0,299.127530,47.593830
K01162.01,3.08,350.0,288.868230,47.759430
K01163.01,1.92,1209.0,291.302220,47.697762
K00955.01,2.45,1051.0,289.431700,46.617531
K00956.01,3.67,690.0,283.866030,46.789589
K00957.01,31.01,1306.0,282.353240,43.335129
K00958.01,2.53,486.0,291.254490,36.743610
K00959.01,2.31,181.0,287.559720,46.957085
K00960.01,15.61,614.0,295.470670,44.010738
K01032.01,18.35,206.0,291.977540,37.532551
K01034.01,268.65,1268.0,297.829560,41.141949
K01035.01,14.49,2378.0,292.764340,41.275280
K01036.01,23.76,965.0,297.525450,41.261841
K01037.01,5.67,1118.0,291.983370,41.555111
K00138.01,24.19,764.0,295.940920,44.578350
K01098.01,23.60,1039.0,292.856080,38.372570
K01099.01,8.19,366.0,291.579160,38.035831
K01100.01,1.45,1488.0,289.764830,38.352360
K01101.01,1.67,618.0,294.115660,38.393478
K01102.01,4.12,915.0,290.413270,38.343750
K01163.02,2.00,865.0,291.302220,47.697762
K01164.01,12.93,919.0,292.738920,47.490730
K01165.01,2.36,840.0,291.062930,47.484798
K01165.02,0.68,991.0,291.062930,47.484798
K01166.01,2.80,957.0,296.131410,47.438820
K01167.01,1.21,1950.0,297.133270,47.628769
K00961.01,0.78,525.0,292.219060,44.619160
K00961.02,0.76,729.0,292.219060,44.619160
K00132.01,13.95,985.0,294.412450,45.130852
K00961.03,0.66,455.0,292.219060,44.619160
K00964.01,22.36,3060.0,288.499480,47.996471
K00965.01,51.86,955.0,290.115690,38.404190
K01038.01,35.73,2410.0,299.260380,41.420231
K01039.01,33.01,1794.0,295.160490,41.079300
K01040.01,32.66,1252.0,298.474240,41.075890
K01041.01,9.73,706.0,297.528630,41.259911
K01042.01,8.88,1400.0,298.338930,41.073479
K01043.01,27.21,1646.0,298.200350,41.011688
K01360.01,2.83,437.0,286.410000,42.681549
K01360.02,2.32,594.0,286.410000,42.681549
K01360.03,0.86,1589.0,286.410000,42.681549
K01361.01,2.19,273.0,295.304500,42.475288
K01362.01,2.58,540.0,281.605410,42.390419
K01426.02,6.39,409.0,283.209170,48.777641
K01426.03,32.60,325.0,283.209170,48.777641
K01427.01,1.50,713.0,287.857730,48.774109
K01428.01,1.79,1361.0,290.957550,49.203812
K01429.01,4.68,298.0,292.351500,48.511082
K00168.03,1.72,1157.0,294.218930,49.479221
K01239.01,1.98,2149.0,292.178590,42.005909
K01239.02,2.09,1348.0,292.178590,42.005909
K01240.01,1.76,1425.0,291.390500,42.180592
K01240.02,2.96,1088.0,291.390500,42.180592
K01241.01,11.64,1087.0,293.758360,41.871868
K01241.02,5.68,1378.0,293.758360,41.871868
K01305.01,1.38,1131.0,291.390900,48.065609
K01305.02,1.21,851.0,291.390900,48.065609
K01306.01,1.20,1367.0,290.676150,48.294289
K01306.02,1.29,1098.0,290.676150,48.294289
K01306.03,1.31,919.0,290.676150,48.294289
K00162.01,3.11,807.0,295.163820,43.963039
K01363.01,2.18,1212.0,287.916350,42.437302
K01363.02,2.03,1035.0,287.916350,42.437302
K01364.01,2.26,563.0,295.766140,42.424278
K01364.02,2.13,808.0,295.766140,42.424278
K01430.01,2.11,540.0,283.039790,48.825359
K01430.02,2.08,416.0,283.039790,48.825359
K01430.03,2.63,277.0,283.039790,48.825359
K01431.01,7.79,241.0,287.022280,48.681938
K01432.01,2.68,946.0,283.206970,48.580502
K01242.01,8.48,415.0,292.228390,42.035370
K01243.01,1.88,1460.0,287.149440,42.105209
K00155.01,3.24,1115.0,292.321500,43.881168
K01244.01,1.71,857.0,292.237240,42.154289
K01245.01,1.98,864.0,292.478210,42.142288
K01306.04,1.81,539.0,290.676150,48.294289
K01307.01,3.35,513.0,290.927460,48.443550
K01307.02,2.88,667.0,290.927460,48.443550
K00157.05,3.40,376.0,297.115110,41.909142
K01308.01,3.00,730.0,285.424290,47.834610
K01364.03,2.11,678.0,295.766140,42.424278
K01364.04,1.46,1001.0,295.766140,42.424278
K01364.05,1.31,1130.0,295.766140,42.424278
K01365.01,1.60,1462.0,281.437350,42.725269
K01366.01,3.04,657.0,286.358060,42.406509
K01432.02,1.60,729.0,283.206970,48.580502
K01432.03,1.29,1258.0,283.206970,48.580502
K01432.04,1.77,534.0,283.206970,48.580502
K01433.01,2.08,624.0,287.057010,49.046021
K01434.01,1.18,1054.0,283.504790,49.451019
K01246.01,5.74,1051.0,291.427550,41.878159
K01247.01,34.83,2113.0,283.469910,45.052460
K01248.01,19.91,964.0,289.405730,44.516941
K01249.01,1177.65,409.0,291.902370,44.683731
K01250.01,45.05,2070.0,290.267670,44.712849
K01251.01,23.23,1982.0,288.700870,44.707680
K01309.01,3.07,1163.0,288.855290,48.208542
K01310.01,4.23,817.0,285.662690,48.435371
K01311.01,6.63,655.0,283.532960,48.094261
K01312.01,2.04,1164.0,284.910490,48.431641
K01313.01,1.52,2308.0,286.665680,48.144581
K01366.02,3.88,466.0,286.358060,42.406509
K00018.01,14.92,1640.0,299.407010,44.035053
K00163.01,2.08,649.0,288.067600,42.355370
K01367.01,1.55,1848.0,286.887270,42.471260
K01368.01,44.20,301.0,290.202360,42.955891
K00169.01,16.15,719.0,284.456910,41.561310
K01435.01,2.20,516.0,295.288700,48.599720
K01435.02,2.18,812.0,295.288700,48.599720
K01436.01,1.28,1278.0,283.982970,49.232990
K01436.02,1.66,725.0,283.982970,49.232990
K01252.01,269.98,4958.0,284.282530,44.987228
K01253.01,28.07,1005.0,301.355070,44.492271
K00156.01,1.29,507.0,294.121430,48.349522
K01254.01,4.40,1059.0,299.073880,44.431679
K01255.01,11.90,398.0,291.445220,44.528690
K01256.01,38.93,907.0,301.042390,45.022888
K01314.01,4.26,1374.0,285.221100,47.881378
K01315.01,1.90,1132.0,295.293850,48.374802
K01316.01,1.43,1144.0,290.552370,48.126263
K01316.02,,,290.552370,48.126263
K00157.06,1.84,849.0,297.115110,41.909142
K01317.01,58.56,1311.0,294.773930,39.333839
K01369.01,2.25,1449.0,293.469020,42.822411
K01370.01,1.69,857.0,282.332790,42.463821
K01371.01,1.45,1816.0,295.876340,42.364819
K01372.01,,,296.399900,42.387100
K01373.01,1.33,1484.0,292.054780,42.330250
K01374.01,20.57,2022.0,295.785950,42.844280
K01436.03,1.38,989.0,283.982970,49.232990
K01437.01,1.61,984.0,284.846620,49.692402
K01438.01,1.90,1086.0,293.288270,48.811619
K01439.01,7.79,325.0,290.851780,48.521339
K01440.01,1.59,995.0,293.084470,48.575390
K01257.01,9.40,419.0,291.225190,44.927380
K01258.01,5.30,513.0,294.108180,44.770699
K01258.02,2.22,694.0,294.108180,44.770699
K01258.03,4.30,321.0,294.108180,44.770699
K01259.01,13.40,801.0,293.617430,45.016701
K01318.01,44.22,1611.0,294.881810,39.161072
K01319.01,1069.01,657.0,296.479370,39.127571
K01320.01,9.01,668.0,293.362850,39.212448
K01321.01,33.34,1855.0,295.731930,39.587521
K01322.01,14.77,741.0,296.735020,39.187801
K01375.01,7.25,310.0,288.320430,42.261414
K01376.01,49.96,1622.0,291.013580,42.283134
K00164.01,3.07,1601.0,299.543760,40.860260
K01377.01,1.74,907.0,295.054290,42.756840
K01378.01,1.66,669.0,295.510680,42.930565
K00019.01,49.25,2124.0,280.943850,42.839184
K00171.01,3.26,1251.0,294.742070,43.536831
K01449.01,21.94,821.0,282.797640,43.578129
K01450.01,59.19,1736.0,293.351290,43.134640
K01451.01,21.58,531.0,283.241300,46.378471
K01452.01,187.73,5283.0,293.281560,43.055809
K01260.01,47.70,2867.0,296.396390,44.963036
K01261.01,11.21,433.0,287.174900,44.878571
K00156.02,1.00,586.0,294.121430,48.349522
K01261.02,3.69,893.0,287.174900,44.878571
K01262.01,4.19,608.0,296.933930,44.853642
K01263.01,24.10,442.0,292.134370,44.656170
K01323.01,7.45,1124.0,296.081850,39.161621
K01324.01,27.16,2022.0,288.653590,39.664310
K01325.01,4.42,786.0,296.235110,39.370338
K01326.01,24.02,464.0,286.834870,39.760849
K00158.01,4.52,1491.0,298.773380,47.786469
K01327.01,18.11,640.0,293.611210,39.417519
K01378.02,0.58,2031.0,295.510680,42.930565
K01379.01,1.37,992.0,294.985470,42.727669
K01380.01,0.52,1255.0,289.248170,42.565559
K01381.01,28.41,1130.0,284.822720,46.013721
K01382.01,23.53,1246.0,282.184390,46.006859
K01441.01,1.90,900.0,294.680270,49.140160
K00170.01,6.17,1419.0,297.979220,48.553871
K01442.01,1.13,1983.0,286.036350,49.614510
K01443.01,62.11,1667.0,295.034610,48.882172
K01444.01,2.49,565.0,297.391600,48.560692
K01264.01,3.02,675.0,286.574830,44.795200
K01265.01,25.72,1660.0,288.908570,44.642410
K01266.01,1.48,419.0,286.075230,44.664639
K01267.01,61.63,996.0,299.274900,44.553490
K01268.01,13.57,321.0,289.889620,45.005669
K01269.01,31.77,3162.0,293.534150,44.971111
K01328.01,5.04,364.0,295.805850,39.177990
K01329.01,2.85,485.0,295.370790,39.177212
K01330.01,19.78,633.0,289.726100,39.272831
K01331.01,1.88,697.0,294.508420,39.398682
K01332.01,4.00,815.0,288.916440,39.594711
K01383.01,25.03,1357.0,291.920650,45.247028
K01384.01,29.45,1639.0,297.573490,45.233299
K01385.01,55.23,686.0,290.883540,45.765869
K00165.01,2.38,640.0,292.486940,46.196209
K01386.01,42.74,1746.0,286.361880,45.555161
K01387.01,51.74,637.0,290.493070,45.205898
K01445.01,1.61,1187.0,283.936800,49.110329
K01445.02,0.76,545.0,283.936800,49.110329
K01445.03,,,283.936800,49.110329
K01446.01,48.79,1859.0,289.049990,51.418369
K01447.01,97.54,768.0,296.025090,43.234875
K01447.02,20.74,2000.0,296.025090,43.234875
K01448.01,24.39,1461.0,289.805210,46.491711
K01270.01,2.41,850.0,293.641300,44.657040
K00156.03,2.08,446.0,294.121430,48.349522
K01270.02,1.71,671.0,293.641300,44.657040
K01271.01,11.52,437.0,294.265500,44.794300
K01272.01,23.72,2704.0,288.867340,44.615730
K01273.01,3.43,489.0,286.015870,45.007771
K01332.02,2.22,1197.0,288.916440,39.594711
K01332.03,3.68,570.0,288.916440,39.594711
K01333.01,1.37,1167.0,296.653080,39.322689
K01334.01,22.58,772.0,289.743900,39.286301
K00159.01,2.78,960.0,297.711850,45.261921
K01388.01,15.57,570.0,293.386630,45.870270
K01389.01,24.77,1136.0,283.189090,45.364170
K01390.01,7.21,1016.0,294.915860,45.783871
K01391.01,18.75,966.0,293.709050,45.286388
K01392.01,4.48,1067.0,297.605290,45.360680
K01393.01,2.12,797.0,283.555540,45.614262
K01453.01,50.75,1754.0,297.896580,43.563889
K01454.01,379.63,358.0,294.547390,43.533691
K01455.01,16.43,742.0,295.478300,39.867722
K01456.01,8.99,996.0,295.095000,43.537579
K01457.01,8.43,824.0,289.603820,46.314949
K01274.01,4.53,178.0,283.256810,45.087780
K01275.01,3.88,543.0,299.221620,44.693871
K01276.01,2.57,634.0,285.036100,45.071060
K01276.02,1.47,760.0,285.036100,45.071060
K01277.01,2.29,2508.0,288.902530,44.632992
K01335.01,9.46,554.0,291.020140,39.220680
K01336.01,2.33,920.0,296.358670,39.115189
K01336.02,2.94,799.0,296.358670,39.115189
K01336.03,2.92,583.0,296.358670,39.115189
K01336.04,1.61,1212.0,296.358670,39.115189
K01394.01,2.47,774.0,284.791020,45.228989
K01395.01,3.70,875.0,284.209660,45.258080
K00166.01,2.20,649.0,291.021850,37.769791
K01396.01,2.54,895.0,287.392000,46.059311
K01396.02,1.62,1087.0,287.392000,46.059311
K01397.01,1.89,512.0,299.677700,45.972328
K01207.01,2.71,634.0,286.917110,38.872219
K01208.01,6.43,238.0,293.618770,39.022572
K01209.01,5.95,251.0,288.314360,38.693291
K01210.01,3.45,939.0,293.595830,39.029480
K00016.01,9.27,4253.0,298.344210,45.409920
K00152.04,3.01,511.0,300.517120,44.381580
K01278.01,2.16,588.0,284.677280,44.797680
K00157.01,2.88,786.0,297.115110,41.909142
K01278.02,2.45,484.0,284.677280,44.797680
K01278.03,1.02,817.0,284.677280,44.797680
K01278.04,1.10,717.0,284.677280,44.797680
K01337.01,1.28,1215.0,285.617460,39.379532
K01338.01,1.47,1239.0,292.276120,39.550179
K01338.02,1.66,527.0,292.276120,39.550179
K01338.03,1.40,663.0,292.276120,39.550179
K01339.01,2.28,1277.0,284.582550,39.220211
K01398.01,3.00,955.0,285.967860,45.739071
K01399.01,2.27,682.0,295.760830,45.457390
K01400.01,19.33,962.0,293.174160,45.521229
K01401.01,1.52,2955.0,294.790010,45.391621
K01402.01,2.24,965.0,295.926090,45.383862
K01403.01,1.67,382.0,290.479950,45.600700
K01211.01,1.43,1571.0,293.648410,38.976021
K01212.01,1.85,852.0,292.006810,38.820728
K01213.01,1.44,2401.0,294.350490,38.602131
K01214.01,1.44,1177.0,295.216640,38.774330
K01215.01,3.14,964.0,286.583160,39.077202
K01279.01,1.94,779.0,293.372250,44.785141
K01279.02,1.08,890.0,293.372250,44.785141
K01280.01,3.16,1374.0,296.717350,44.579659
K01281.01,1.88,462.0,286.966830,44.992489
K01282.01,3.01,743.0,293.229950,45.053310
K00159.02,1.24,1489.0,297.711850,45.261921
K01340.01,1.58,1645.0,296.434080,39.444069
K01341.01,1.84,1231.0,290.477420,39.732010
K01342.01,1.29,1270.0,294.769900,39.398510
K01342.02,1.77,981.0,294.769900,39.398510
K01404.01,1.26,378.0,287.054530,45.180370
K00167.01,2.86,1312.0,294.463900,49.765041
K01405.01,3.32,921.0,283.574220,45.734798
K01406.01,2.60,869.0,287.452790,45.704399
K01407.01,0.72,1503.0,285.988650,45.377811
K01408.01,1.36,420.0,290.294560,45.564610
K01215.02,3.13,778.0,286.583160,39.077202
K01216.01,2.06,952.0,288.133700,38.996880
K01217.01,1.19,1358.0,290.861420,38.641129
K01218.01,1.74,580.0,291.019040,38.545570
K01219.01,,,290.666810,38.568329
K00153.01,2.36,628.0,287.997890,50.944328
K01283.01,1.44,1089.0,296.007110,44.853474
K01284.01,88.51,1842.0,283.315920,48.404873
K00157.02,3.20,653.0,297.115110,41.909142
K01285.01,7.09,1659.0,291.636990,47.832340
K01286.01,29.53,1832.0,298.258030,48.217361
K01287.01,32.12,950.0,282.232730,48.271198
K01343.01,1.39,1824.0,294.189670,39.617119
K01344.01,1.37,1305.0,284.860140,39.240551
K01345.01,46.40,2545.0,292.630000,42.829338
K01346.01,42.99,1046.0,291.610080,42.759762
K01347.01,23.42,888.0,293.020360,42.508835
K01348.01,225.25,825.0,292.739900,42.359402
K01409.01,2.94,701.0,285.246670,45.950191
K01410.01,2.77,777.0,285.435520,45.976021
K01412.01,3.04,626.0,291.074680,45.242580
K01413.01,1.55,741.0,285.345830,45.367779
K01413.02,1.36,621.0,285.345830,45.367779
K01413.03,1.74,533.0,285.345830,45.367779
K01220.01,1.91,1109.0,287.307860,39.144730
K01221.01,4.54,836.0,290.107180,38.702229
K01221.02,3.66,702.0,290.107180,38.702229
K01222.01,2.13,1790.0,292.496800,39.193169
K01223.01,10.66,877.0,293.812900,42.048710
K01224.01,52.51,1582.0,291.986940,42.037651
K01288.01,10.36,418.0,289.020170,48.119808
K01289.01,5.71,918.0,297.710390,48.083832
K01290.01,38.20,820.0,296.716340,48.211262
K01291.01,5.39,1707.0,290.293850,47.967590
K01292.01,29.29,1435.0,294.021700,48.390419
K01293.01,37.30,811.0,296.932680,48.266491
K00160.01,3.84,912.0,298.183620,42.013130
K01349.01,843.45,834.0,286.300260,42.374828
K01350.01,43.73,2224.0,297.108370,42.751663
K01352.01,2.96,803.0,294.091090,42.491459
K01353.01,12.37,394.0,297.465330,42.882839
K01353.02,2.67,607.0,297.465330,42.882839
K00168.01,3.06,1008.0,294.218930,49.479221
K01414.01,2.24,2504.0,301.261440,45.104893
K01415.01,58.02,3151.0,293.381530,48.824760
K01416.01,15.75,1408.0,296.507390,49.457291
K01417.01,517.43,817.0,284.988860,49.626060
K01418.01,836.31,785.0,298.760620,48.600182
K01225.01,25.00,827.0,295.622220,42.092880
K01226.01,49.52,396.0,295.866910,42.062672
K01227.01,16.89,1272.0,297.707120,42.047371
K01228.01,12.07,1023.0,298.091710,41.794128
K00153.02,2.00,775.0,287.997890,50.944328
K01229.01,,,288.039890,41.818359
K01230.01,57.54,692.0,298.948150,41.812149
K01294.01,5.35,1104.0,297.116000,47.737949
K00017.01,13.06,1356.0,296.837250,48.239944
K00157.03,4.12,582.0,297.115110,41.909142
K01295.01,31.24,1513.0,292.089050,47.929642
K01296.01,21.65,1480.0,289.790770,48.448139
K01354.01,26.56,1502.0,298.805450,42.395840
K01355.01,8.49,574.0,294.966060,42.708569
K01356.01,,,292.119900,42.931679
K01357.01,2.87,1124.0,298.459530,42.187431
K01358.01,2.66,744.0,295.825500,42.943390
K00161.01,2.68,980.0,287.051730,40.211552
K01419.01,35.19,1727.0,285.411960,48.725231
K01420.01,4.44,585.0,290.112700,48.577782
K01421.01,10.23,157.0,287.650450,49.156052
K01422.01,1.38,446.0,286.540010,49.437328
K01422.02,1.52,297.0,286.540010,49.437328
K00168.02,2.17,896.0,294.218930,49.479221
K01231.01,2.92,399.0,297.335630,41.890480
K01232.01,16.26,328.0,281.742610,42.123081
K01233.01,7.12,2387.0,297.884370,41.931252
K01234.01,11.52,1814.0,298.794980,41.759769
K01235.01,21.79,1171.0,298.135250,41.951050
K01297.01,2.36,2020.0,296.148770,47.934872
K01298.01,2.15,488.0,293.613710,47.839001
K01298.02,1.87,240.0,293.613710,47.839001
K01299.01,12.41,812.0,293.282200,48.285900
K01300.01,1.20,1322.0,291.594090,48.445610
K01301.01,2.62,686.0,293.146480,47.729649
K01358.02,1.92,643.0,295.825500,42.943390
K01358.03,1.33,860.0,295.825500,42.943390
K01358.04,1.23,997.0,295.825500,42.943390
K01359.01,3.19,532.0,291.020690,42.462440
K01359.02,6.45,376.0,291.020690,42.462440
K01422.03,1.14,363.0,286.540010,49.437328
K01423.01,10.30,416.0,284.251310,48.809608
K01424.01,1.51,1252.0,292.328580,49.653542
K01425.01,2.74,1523.0,296.321990,48.971481
K01426.01,2.81,509.0,283.209170,48.777641
K01236.01,5.47,774.0,287.391200,42.194832
K01236.02,3.82,1104.0,287.391200,42.194832
K01236.03,3.20,574.0,287.391200,42.194832
K00154.01,,,298.744230,46.830090
K01237.01,38.86,782.0,294.589290,41.944382
K01238.01,2.18,605.0,297.208950,41.781712
K01301.02,2.68,478.0,293.146480,47.729649
K01302.01,3.13,478.0,289.083650,48.018131
K00157.04,2.52,513.0,297.115110,41.909142
K01303.01,3.29,584.0,294.230070,48.204479
K01304.01,1.69,1105.0,296.614870,48.082642
K01602.01,2.53,1028.0,297.796910,39.921371
K01603.01,1.31,1332.0,288.822910,40.389050
K00187.01,15.40,593.0,288.729490,42.550880
K01604.01,15.33,700.0,299.247500,46.951908
K01605.01,24.03,1182.0,291.238830,40.163509
K01713.02,1.22,837.0,290.826020,44.184109
K01715.01,2.29,406.0,294.277280,46.675282
K01716.01,1.55,879.0,295.021670,46.619221
K01717.01,2.43,867.0,293.577760,46.736340
K01718.01,3.39,495.0,294.168820,46.714611
K01488.01,2.32,966.0,292.353940,46.226280
K01489.01,2.24,583.0,288.236660,46.605919
K01490.01,3.05,1405.0,297.121860,46.221909
K01491.01,2.15,1097.0,297.779270,46.492741
K01492.01,20.03,1868.0,289.950780,50.657249
K01557.01,2.81,875.0,294.441770,40.557590
K01557.02,2.41,611.0,294.441770,40.557590
K01557.03,2.33,746.0,294.441770,40.557590
K00180.01,2.19,766.0,284.394290,46.249081
K01557.04,1.09,1137.0,294.441770,40.557590
K01606.01,1.40,928.0,290.051120,46.713371
